Emotions,Path
disgust,ALL/KL_d02.wav
disgust,ALL/KL_d03.wav
disgust,ALL/KL_d04.wav
disgust,ALL/KL_d05.wav
disgust,ALL/KL_d06.wav
disgust,ALL/KL_d07.wav
disgust,ALL/KL_d08.wav
disgust,ALL/KL_d09.wav
disgust,ALL/KL_d10.wav
disgust,ALL/KL_d11.wav
disgust,ALL/KL_d12.wav
disgust,ALL/KL_d13.wav
disgust,ALL/KL_d14.wav
disgust,ALL/KL_d15.wav
fearful,ALL/KL_f01.wav
fearful,ALL/KL_f02.wav
fearful,ALL/KL_f03.wav
fearful,ALL/KL_f04.wav
fearful,ALL/KL_f05.wav
fearful,ALL/KL_f06.wav
fearful,ALL/KL_f07.wav
fearful,ALL/KL_f08.wav
fearful,ALL/KL_f09.wav
fearful,ALL/KL_f10.wav
fearful,ALL/KL_f11.wav
fearful,ALL/KL_f12.wav
fearful,ALL/KL_f13.wav
fearful,ALL/KL_f14.wav
fearful,ALL/KL_f15.wav
happy,ALL/KL_h01.wav
happy,ALL/KL_h02.wav
happy,ALL/KL_h03.wav
happy,ALL/KL_h04.wav
happy,ALL/KL_h05.wav
happy,ALL/KL_h06.wav
happy,ALL/KL_h07.wav
happy,ALL/KL_h08.wav
happy,ALL/KL_h09.wav
happy,ALL/KL_h10.wav
happy,ALL/KL_h11.wav
happy,ALL/KL_h12.wav
happy,ALL/KL_h13.wav
happy,ALL/KL_h14.wav
happy,ALL/KL_h15.wav
neutral,ALL/KL_n01.wav
neutral,ALL/KL_n02.wav
neutral,ALL/KL_n03.wav
neutral,ALL/KL_n04.wav
neutral,ALL/KL_n05.wav
neutral,ALL/KL_n06.wav
neutral,ALL/KL_n07.wav
neutral,ALL/KL_n08.wav
neutral,ALL/KL_n09.wav
neutral,ALL/KL_n10.wav
neutral,ALL/KL_n11.wav
neutral,ALL/KL_n12.wav
neutral,ALL/KL_n13.wav
neutral,ALL/KL_n14.wav
neutral,ALL/KL_n15.wav
neutral,ALL/KL_n16.wav
neutral,ALL/KL_n17.wav
neutral,ALL/KL_n18.wav
neutral,ALL/KL_n19.wav
neutral,ALL/KL_n20.wav
neutral,ALL/KL_n21.wav
neutral,ALL/KL_n22.wav
neutral,ALL/KL_n23.wav
neutral,ALL/KL_n24.wav
neutral,ALL/KL_n25.wav
neutral,ALL/KL_n26.wav
neutral,ALL/KL_n27.wav
neutral,ALL/KL_n28.wav
neutral,ALL/KL_n29.wav
neutral,ALL/KL_n30.wav
sad,ALL/KL_sa01.wav
sad,ALL/KL_sa02.wav
sad,ALL/KL_sa03.wav
sad,ALL/KL_sa04.wav
sad,ALL/KL_sa05.wav
sad,ALL/KL_sa06.wav
sad,ALL/KL_sa07.wav
sad,ALL/KL_sa08.wav
sad,ALL/KL_sa09.wav
sad,ALL/KL_sa10.wav
sad,ALL/KL_sa11.wav
sad,ALL/KL_sa12.wav
sad,ALL/KL_sa13.wav
sad,ALL/KL_sa14.wav
sad,ALL/KL_sa15.wav
